data_code,data_item,asgs,sa4_code,sa4_name,year,value,state
ERP_9,Persons - 35-44 years (%),SA4,313,Moreton Bay - North,2015,12.5,Queensland
ERP_9,Persons - 35-44 years (%),SA4,313,Moreton Bay - North,2016,12.2,Queensland
ERP_9,Persons - 35-44 years (%),SA4,313,Moreton Bay - North,2017,11.9,Queensland
ERP_10,Persons - 45-54 years (%),SA4,313,Moreton Bay - North,2013,13.2,Queensland
ERP_10,Persons - 45-54 years (%),SA4,313,Moreton Bay - North,2014,13.3,Queensland
ERP_10,Persons - 45-54 years (%),SA4,313,Moreton Bay - North,2015,13.3,Queensland
ERP_10,Persons - 45-54 years (%),SA4,313,Moreton Bay - North,2016,13.2,Queensland
ERP_10,Persons - 45-54 years (%),SA4,313,Moreton Bay - North,2017,13.2,Queensland
ERP_11,Persons - 55-64 years (%),SA4,313,Moreton Bay - North,2013,12.2,Queensland
ERP_11,Persons - 55-64 years (%),SA4,313,Moreton Bay - North,2014,12.2,Queensland
ERP_11,Persons - 55-64 years (%),SA4,313,Moreton Bay - North,2015,12.3,Queensland
ERP_11,Persons - 55-64 years (%),SA4,313,Moreton Bay - North,2016,12.3,Queensland
ERP_11,Persons - 55-64 years (%),SA4,313,Moreton Bay - North,2017,12.4,Queensland
ERP_12,Persons - 65-74 years (%),SA4,313,Moreton Bay - North,2013,9.8,Queensland
ERP_12,Persons - 65-74 years (%),SA4,313,Moreton Bay - North,2014,10.1,Queensland
ERP_12,Persons - 65-74 years (%),SA4,313,Moreton Bay - North,2015,10.5,Queensland
ERP_12,Persons - 65-74 years (%),SA4,313,Moreton Bay - North,2016,10.9,Queensland
ERP_12,Persons - 65-74 years (%),SA4,313,Moreton Bay - North,2017,11.2,Queensland
ERP_13,Persons - 75-84 years (%),SA4,313,Moreton Bay - North,2013,5,Queensland
ERP_13,Persons - 75-84 years (%),SA4,313,Moreton Bay - North,2014,5.1,Queensland
ERP_13,Persons - 75-84 years (%),SA4,313,Moreton Bay - North,2015,5.3,Queensland
ERP_13,Persons - 75-84 years (%),SA4,313,Moreton Bay - North,2016,5.4,Queensland
ERP_13,Persons - 75-84 years (%),SA4,313,Moreton Bay - North,2017,5.6,Queensland
ERP_14,Persons - 85 years and over (%),SA4,313,Moreton Bay - North,2013,1.9,Queensland
ERP_14,Persons - 85 years and over (%),SA4,313,Moreton Bay - North,2014,2,Queensland
ERP_14,Persons - 85 years and over (%),SA4,313,Moreton Bay - North,2015,2,Queensland
ERP_14,Persons - 85 years and over (%),SA4,313,Moreton Bay - North,2016,2.2,Queensland
ERP_14,Persons - 85 years and over (%),SA4,313,Moreton Bay - North,2017,2.2,Queensland
ERP_M_2,Males - 0-4 years (no.),SA4,313,Moreton Bay - North,2013,7970,Queensland
ERP_M_2,Males - 0-4 years (no.),SA4,313,Moreton Bay - North,2014,7894,Queensland
ERP_M_2,Males - 0-4 years (no.),SA4,313,Moreton Bay - North,2015,7810,Queensland
ERP_M_2,Males - 0-4 years (no.),SA4,313,Moreton Bay - North,2016,7738,Queensland
ERP_M_2,Males - 0-4 years (no.),SA4,313,Moreton Bay - North,2017,7688,Queensland
ERP_M_3,Males - 5-9 years (no.),SA4,313,Moreton Bay - North,2013,8187,Queensland
ERP_M_3,Males - 5-9 years (no.),SA4,313,Moreton Bay - North,2014,8475,Queensland
ERP_M_3,Males - 5-9 years (no.),SA4,313,Moreton Bay - North,2015,8623,Queensland
ERP_M_3,Males - 5-9 years (no.),SA4,313,Moreton Bay - North,2016,8608,Queensland
ERP_M_3,Males - 5-9 years (no.),SA4,313,Moreton Bay - North,2017,8649,Queensland
ERP_M_4,Males - 10-14 years (no.),SA4,313,Moreton Bay - North,2013,7952,Queensland
ERP_M_4,Males - 10-14 years (no.),SA4,313,Moreton Bay - North,2014,7836,Queensland
ERP_M_4,Males - 10-14 years (no.),SA4,313,Moreton Bay - North,2015,7920,Queensland
ERP_M_4,Males - 10-14 years (no.),SA4,313,Moreton Bay - North,2016,8159,Queensland
ERP_M_4,Males - 10-14 years (no.),SA4,313,Moreton Bay - North,2017,8278,Queensland
ERP_M_5,Males - 15-19 years (no.),SA4,313,Moreton Bay - North,2013,7963,Queensland
ERP_M_5,Males - 15-19 years (no.),SA4,313,Moreton Bay - North,2014,8000,Queensland
ERP_M_5,Males - 15-19 years (no.),SA4,313,Moreton Bay - North,2015,7907,Queensland
ERP_M_5,Males - 15-19 years (no.),SA4,313,Moreton Bay - North,2016,7958,Queensland
ERP_M_5,Males - 15-19 years (no.),SA4,313,Moreton Bay - North,2017,8149,Queensland
ERP_M_6,Males - 20-24 years (no.),SA4,313,Moreton Bay - North,2013,7428,Queensland
ERP_M_6,Males - 20-24 years (no.),SA4,313,Moreton Bay - North,2014,7681,Queensland
ERP_M_6,Males - 20-24 years (no.),SA4,313,Moreton Bay - North,2015,7689,Queensland
ERP_M_6,Males - 20-24 years (no.),SA4,313,Moreton Bay - North,2016,7507,Queensland
ERP_M_6,Males - 20-24 years (no.),SA4,313,Moreton Bay - North,2017,7626,Queensland
ERP_M_7,Males - 25-29 years (no.),SA4,313,Moreton Bay - North,2013,6708,Queensland
ERP_M_7,Males - 25-29 years (no.),SA4,313,Moreton Bay - North,2014,6757,Queensland
ERP_M_7,Males - 25-29 years (no.),SA4,313,Moreton Bay - North,2015,6850,Queensland
ERP_M_7,Males - 25-29 years (no.),SA4,313,Moreton Bay - North,2016,7014,Queensland
ERP_M_7,Males - 25-29 years (no.),SA4,313,Moreton Bay - North,2017,7202,Queensland
ERP_M_8,Males - 30-34 years (no.),SA4,313,Moreton Bay - North,2013,6646,Queensland
ERP_M_8,Males - 30-34 years (no.),SA4,313,Moreton Bay - North,2014,6772,Queensland
ERP_M_8,Males - 30-34 years (no.),SA4,313,Moreton Bay - North,2015,6935,Queensland
ERP_M_8,Males - 30-34 years (no.),SA4,313,Moreton Bay - North,2016,6973,Queensland
ERP_M_8,Males - 30-34 years (no.),SA4,313,Moreton Bay - North,2017,6985,Queensland
ERP_M_9,Males - 35-39 years (no.),SA4,313,Moreton Bay - North,2013,6903,Queensland
ERP_M_9,Males - 35-39 years (no.),SA4,313,Moreton Bay - North,2014,6757,Queensland
ERP_M_9,Males - 35-39 years (no.),SA4,313,Moreton Bay - North,2015,6698,Queensland
ERP_M_9,Males - 35-39 years (no.),SA4,313,Moreton Bay - North,2016,6666,Queensland
ERP_M_9,Males - 35-39 years (no.),SA4,313,Moreton Bay - North,2017,6814,Queensland
ERP_M_10,Males - 40-44 years (no.),SA4,313,Moreton Bay - North,2013,7954,Queensland
ERP_M_10,Males - 40-44 years (no.),SA4,313,Moreton Bay - North,2014,7951,Queensland
ERP_M_10,Males - 40-44 years (no.),SA4,313,Moreton Bay - North,2015,7881,Queensland
ERP_M_10,Males - 40-44 years (no.),SA4,313,Moreton Bay - North,2016,7779,Queensland
ERP_M_10,Males - 40-44 years (no.),SA4,313,Moreton Bay - North,2017,7532,Queensland
ERP_M_11,Males - 45-49 years (no.),SA4,313,Moreton Bay - North,2013,7425,Queensland
ERP_M_11,Males - 45-49 years (no.),SA4,313,Moreton Bay - North,2014,7507,Queensland
ERP_M_11,Males - 45-49 years (no.),SA4,313,Moreton Bay - North,2015,7596,Queensland
ERP_M_11,Males - 45-49 years (no.),SA4,313,Moreton Bay - North,2016,7790,Queensland
ERP_M_11,Males - 45-49 years (no.),SA4,313,Moreton Bay - North,2017,8005,Queensland
ERP_M_12,Males - 50-54 years (no.),SA4,313,Moreton Bay - North,2013,7523,Queensland
ERP_M_12,Males - 50-54 years (no.),SA4,313,Moreton Bay - North,2014,7736,Queensland
ERP_M_12,Males - 50-54 years (no.),SA4,313,Moreton Bay - North,2015,7784,Queensland
ERP_M_12,Males - 50-54 years (no.),SA4,313,Moreton Bay - North,2016,7774,Queensland
ERP_M_12,Males - 50-54 years (no.),SA4,313,Moreton Bay - North,2017,7728,Queensland
ERP_M_13,Males - 55-59 years (no.),SA4,313,Moreton Bay - North,2013,6839,Queensland
ERP_M_13,Males - 55-59 years (no.),SA4,313,Moreton Bay - North,2014,6979,Queensland
ERP_M_13,Males - 55-59 years (no.),SA4,313,Moreton Bay - North,2015,7151,Queensland
ERP_M_13,Males - 55-59 years (no.),SA4,313,Moreton Bay - North,2016,7340,Queensland
ERP_M_13,Males - 55-59 years (no.),SA4,313,Moreton Bay - North,2017,7599,Queensland
ERP_M_14,Males - 60-64 years (no.),SA4,313,Moreton Bay - North,2013,6848,Queensland
ERP_M_14,Males - 60-64 years (no.),SA4,313,Moreton Bay - North,2014,6853,Queensland
ERP_M_14,Males - 60-64 years (no.),SA4,313,Moreton Bay - North,2015,6901,Queensland
ERP_M_14,Males - 60-64 years (no.),SA4,313,Moreton Bay - North,2016,7002,Queensland
ERP_M_14,Males - 60-64 years (no.),SA4,313,Moreton Bay - North,2017,7092,Queensland
ERP_M_15,Males - 65-69 years (no.),SA4,313,Moreton Bay - North,2013,6506,Queensland
ERP_M_15,Males - 65-69 years (no.),SA4,313,Moreton Bay - North,2014,6857,Queensland
ERP_M_15,Males - 65-69 years (no.),SA4,313,Moreton Bay - North,2015,7059,Queensland
ERP_M_15,Males - 65-69 years (no.),SA4,313,Moreton Bay - North,2016,7246,Queensland
ERP_M_15,Males - 65-69 years (no.),SA4,313,Moreton Bay - North,2017,7317,Queensland
ERP_M_16,Males - 70-74 years (no.),SA4,313,Moreton Bay - North,2013,4695,Queensland
ERP_M_16,Males - 70-74 years (no.),SA4,313,Moreton Bay - North,2014,4946,Queensland
ERP_M_16,Males - 70-74 years (no.),SA4,313,Moreton Bay - North,2015,5274,Queensland
ERP_M_16,Males - 70-74 years (no.),SA4,313,Moreton Bay - North,2016,5711,Queensland
ERP_M_16,Males - 70-74 years (no.),SA4,313,Moreton Bay - North,2017,6176,Queensland
ERP_M_17,Males - 75-79 years (no.),SA4,313,Moreton Bay - North,2013,3174,Queensland
ERP_M_17,Males - 75-79 years (no.),SA4,313,Moreton Bay - North,2014,3382,Queensland
ERP_M_17,Males - 75-79 years (no.),SA4,313,Moreton Bay - North,2015,3625,Queensland
ERP_M_17,Males - 75-79 years (no.),SA4,313,Moreton Bay - North,2016,3903,Queensland
ERP_M_17,Males - 75-79 years (no.),SA4,313,Moreton Bay - North,2017,4117,Queensland
ERP_M_18,Males - 80-84 years (no.),SA4,313,Moreton Bay - North,2013,2234,Queensland
ERP_M_18,Males - 80-84 years (no.),SA4,313,Moreton Bay - North,2014,2266,Queensland
ERP_M_18,Males - 80-84 years (no.),SA4,313,Moreton Bay - North,2015,2315,Queensland
ERP_M_18,Males - 80-84 years (no.),SA4,313,Moreton Bay - North,2016,2356,Queensland
ERP_M_18,Males - 80-84 years (no.),SA4,313,Moreton Bay - North,2017,2460,Queensland
ERP_M_19,Males - 85 and over (no.),SA4,313,Moreton Bay - North,2013,1652,Queensland
ERP_M_19,Males - 85 and over (no.),SA4,313,Moreton Bay - North,2014,1774,Queensland
ERP_M_19,Males - 85 and over (no.),SA4,313,Moreton Bay - North,2015,1861,Queensland
ERP_M_19,Males - 85 and over (no.),SA4,313,Moreton Bay - North,2016,2093,Queensland
ERP_M_19,Males - 85 and over (no.),SA4,313,Moreton Bay - North,2017,2162,Queensland
ERP_M_20,Males - Total (no.),SA4,313,Moreton Bay - North,2013,114607,Queensland
ERP_M_20,Males - Total (no.),SA4,313,Moreton Bay - North,2014,116423,Queensland
ERP_M_20,Males - Total (no.),SA4,313,Moreton Bay - North,2015,117879,Queensland
ERP_M_20,Males - Total (no.),SA4,313,Moreton Bay - North,2016,119617,Queensland
ERP_M_20,Males - Total (no.),SA4,313,Moreton Bay - North,2017,121579,Queensland
ERP_F_2,Females - 0-4 years (no.),SA4,313,Moreton Bay - North,2013,7542,Queensland
ERP_F_2,Females - 0-4 years (no.),SA4,313,Moreton Bay - North,2014,7452,Queensland
ERP_F_2,Females - 0-4 years (no.),SA4,313,Moreton Bay - North,2015,7402,Queensland
ERP_F_2,Females - 0-4 years (no.),SA4,313,Moreton Bay - North,2016,7405,Queensland
ERP_F_2,Females - 0-4 years (no.),SA4,313,Moreton Bay - North,2017,7314,Queensland
ERP_F_3,Females - 5-9 years (no.),SA4,313,Moreton Bay - North,2013,7778,Queensland
ERP_F_3,Females - 5-9 years (no.),SA4,313,Moreton Bay - North,2014,8009,Queensland
ERP_F_3,Females - 5-9 years (no.),SA4,313,Moreton Bay - North,2015,8168,Queensland
ERP_F_3,Females - 5-9 years (no.),SA4,313,Moreton Bay - North,2016,8251,Queensland
ERP_F_3,Females - 5-9 years (no.),SA4,313,Moreton Bay - North,2017,8268,Queensland
ERP_F_4,Females - 10-14 years (no.),SA4,313,Moreton Bay - North,2013,7479,Queensland
ERP_F_4,Females - 10-14 years (no.),SA4,313,Moreton Bay - North,2014,7504,Queensland
ERP_F_4,Females - 10-14 years (no.),SA4,313,Moreton Bay - North,2015,7556,Queensland
ERP_F_4,Females - 10-14 years (no.),SA4,313,Moreton Bay - North,2016,7682,Queensland
ERP_F_4,Females - 10-14 years (no.),SA4,313,Moreton Bay - North,2017,7921,Queensland
ERP_F_5,Females - 15-19 years (no.),SA4,313,Moreton Bay - North,2013,7726,Queensland
ERP_F_5,Females - 15-19 years (no.),SA4,313,Moreton Bay - North,2014,7685,Queensland
ERP_F_5,Females - 15-19 years (no.),SA4,313,Moreton Bay - North,2015,7633,Queensland
ERP_F_5,Females - 15-19 years (no.),SA4,313,Moreton Bay - North,2016,7586,Queensland
ERP_F_5,Females - 15-19 years (no.),SA4,313,Moreton Bay - North,2017,7697,Queensland
ERP_F_6,Females - 20-24 years (no.),SA4,313,Moreton Bay - North,2013,6968,Queensland
ERP_F_6,Females - 20-24 years (no.),SA4,313,Moreton Bay - North,2014,7162,Queensland
ERP_F_6,Females - 20-24 years (no.),SA4,313,Moreton Bay - North,2015,7200,Queensland
ERP_F_6,Females - 20-24 years (no.),SA4,313,Moreton Bay - North,2016,7214,Queensland
ERP_F_6,Females - 20-24 years (no.),SA4,313,Moreton Bay - North,2017,7273,Queensland
ERP_F_7,Females - 25-29 years (no.),SA4,313,Moreton Bay - North,2013,6841,Queensland
ERP_F_7,Females - 25-29 years (no.),SA4,313,Moreton Bay - North,2014,6899,Queensland
ERP_F_7,Females - 25-29 years (no.),SA4,313,Moreton Bay - North,2015,6977,Queensland
ERP_F_7,Females - 25-29 years (no.),SA4,313,Moreton Bay - North,2016,7079,Queensland
ERP_F_7,Females - 25-29 years (no.),SA4,313,Moreton Bay - North,2017,7236,Queensland
ERP_F_8,Females - 30-34 years (no.),SA4,313,Moreton Bay - North,2013,6936,Queensland
ERP_F_8,Females - 30-34 years (no.),SA4,313,Moreton Bay - North,2014,7075,Queensland
ERP_F_8,Females - 30-34 years (no.),SA4,313,Moreton Bay - North,2015,7150,Queensland
ERP_F_8,Females - 30-34 years (no.),SA4,313,Moreton Bay - North,2016,7233,Queensland
ERP_F_8,Females - 30-34 years (no.),SA4,313,Moreton Bay - North,2017,7380,Queensland
ERP_F_9,Females - 35-39 years (no.),SA4,313,Moreton Bay - North,2013,7321,Queensland
ERP_F_9,Females - 35-39 years (no.),SA4,313,Moreton Bay - North,2014,7144,Queensland
ERP_F_9,Females - 35-39 years (no.),SA4,313,Moreton Bay - North,2015,7166,Queensland
ERP_F_9,Females - 35-39 years (no.),SA4,313,Moreton Bay - North,2016,7212,Queensland
ERP_F_9,Females - 35-39 years (no.),SA4,313,Moreton Bay - North,2017,7310,Queensland
ERP_F_10,Females - 40-44 years (no.),SA4,313,Moreton Bay - North,2013,8202,Queensland
ERP_F_10,Females - 40-44 years (no.),SA4,313,Moreton Bay - North,2014,8252,Queensland
ERP_F_10,Females - 40-44 years (no.),SA4,313,Moreton Bay - North,2015,8180,Queensland
ERP_F_10,Females - 40-44 years (no.),SA4,313,Moreton Bay - North,2016,8074,Queensland
ERP_F_10,Females - 40-44 years (no.),SA4,313,Moreton Bay - North,2017,7883,Queensland
ERP_F_11,Females - 45-49 years (no.),SA4,313,Moreton Bay - North,2013,7885,Queensland
ERP_F_11,Females - 45-49 years (no.),SA4,313,Moreton Bay - North,2014,8038,Queensland
ERP_F_11,Females - 45-49 years (no.),SA4,313,Moreton Bay - North,2015,8248,Queensland
ERP_F_11,Females - 45-49 years (no.),SA4,313,Moreton Bay - North,2016,8415,Queensland
ERP_F_11,Females - 45-49 years (no.),SA4,313,Moreton Bay - North,2017,8544,Queensland
ERP_F_12,Females - 50-54 years (no.),SA4,313,Moreton Bay - North,2013,7894,Queensland
ERP_F_12,Females - 50-54 years (no.),SA4,313,Moreton Bay - North,2014,8055,Queensland
ERP_F_12,Females - 50-54 years (no.),SA4,313,Moreton Bay - North,2015,8122,Queensland
ERP_F_12,Females - 50-54 years (no.),SA4,313,Moreton Bay - North,2016,8197,Queensland
ERP_F_12,Females - 50-54 years (no.),SA4,313,Moreton Bay - North,2017,8330,Queensland
ERP_F_13,Females - 55-59 years (no.),SA4,313,Moreton Bay - North,2013,7335,Queensland
ERP_F_13,Females - 55-59 years (no.),SA4,313,Moreton Bay - North,2014,7501,Queensland
ERP_F_13,Females - 55-59 years (no.),SA4,313,Moreton Bay - North,2015,7651,Queensland
ERP_F_13,Females - 55-59 years (no.),SA4,313,Moreton Bay - North,2016,7845,Queensland
ERP_F_13,Females - 55-59 years (no.),SA4,313,Moreton Bay - North,2017,8106,Queensland
ERP_F_14,Females - 60-64 years (no.),SA4,313,Moreton Bay - North,2013,7352,Queensland
ERP_F_14,Females - 60-64 years (no.),SA4,313,Moreton Bay - North,2014,7535,Queensland
ERP_F_14,Females - 60-64 years (no.),SA4,313,Moreton Bay - North,2015,7669,Queensland
ERP_F_14,Females - 60-64 years (no.),SA4,313,Moreton Bay - North,2016,7734,Queensland
ERP_F_14,Females - 60-64 years (no.),SA4,313,Moreton Bay - North,2017,7834,Queensland
ERP_F_15,Females - 65-69 years (no.),SA4,313,Moreton Bay - North,2013,6630,Queensland
ERP_F_15,Females - 65-69 years (no.),SA4,313,Moreton Bay - North,2014,7008,Queensland
ERP_F_15,Females - 65-69 years (no.),SA4,313,Moreton Bay - North,2015,7311,Queensland
ERP_F_15,Females - 65-69 years (no.),SA4,313,Moreton Bay - North,2016,7704,Queensland
ERP_F_15,Females - 65-69 years (no.),SA4,313,Moreton Bay - North,2017,7865,Queensland
ERP_F_16,Females - 70-74 years (no.),SA4,313,Moreton Bay - North,2013,4814,Queensland
ERP_F_16,Females - 70-74 years (no.),SA4,313,Moreton Bay - North,2014,5073,Queensland
ERP_F_16,Females - 70-74 years (no.),SA4,313,Moreton Bay - North,2015,5459,Queensland
ERP_F_16,Females - 70-74 years (no.),SA4,313,Moreton Bay - North,2016,5835,Queensland
ERP_F_16,Females - 70-74 years (no.),SA4,313,Moreton Bay - North,2017,6357,Queensland
ERP_F_17,Females - 75-79 years (no.),SA4,313,Moreton Bay - North,2013,3466,Queensland
ERP_F_17,Females - 75-79 years (no.),SA4,313,Moreton Bay - North,2014,3678,Queensland
ERP_F_17,Females - 75-79 years (no.),SA4,313,Moreton Bay - North,2015,3900,Queensland
ERP_F_17,Females - 75-79 years (no.),SA4,313,Moreton Bay - North,2016,4122,Queensland
ERP_F_17,Females - 75-79 years (no.),SA4,313,Moreton Bay - North,2017,4336,Queensland
ERP_F_18,Females - 80-84 years (no.),SA4,313,Moreton Bay - North,2013,2704,Queensland
ERP_F_18,Females - 80-84 years (no.),SA4,313,Moreton Bay - North,2014,2731,Queensland
ERP_F_18,Females - 80-84 years (no.),SA4,313,Moreton Bay - North,2015,2759,Queensland
ERP_F_18,Females - 80-84 years (no.),SA4,313,Moreton Bay - North,2016,2826,Queensland
ERP_F_18,Females - 80-84 years (no.),SA4,313,Moreton Bay - North,2017,2934,Queensland
ERP_F_19,Females - 85 and over (no.),SA4,313,Moreton Bay - North,2013,2751,Queensland
ERP_F_19,Females - 85 and over (no.),SA4,313,Moreton Bay - North,2014,2897,Queensland
ERP_F_19,Females - 85 and over (no.),SA4,313,Moreton Bay - North,2015,3048,Queensland
ERP_F_19,Females - 85 and over (no.),SA4,313,Moreton Bay - North,2016,3230,Queensland
ERP_F_19,Females - 85 and over (no.),SA4,313,Moreton Bay - North,2017,3275,Queensland
ERP_F_20,Females - Total (no.),SA4,313,Moreton Bay - North,2013,117624,Queensland
ERP_F_20,Females - Total (no.),SA4,313,Moreton Bay - North,2014,119698,Queensland
ERP_F_20,Females - Total (no.),SA4,313,Moreton Bay - North,2015,121599,Queensland
ERP_F_20,Females - Total (no.),SA4,313,Moreton Bay - North,2016,123644,Queensland
ERP_F_20,Females - Total (no.),SA4,313,Moreton Bay - North,2017,125863,Queensland
ERP_P_2,Persons - 0-4 years (no.),SA4,313,Moreton Bay - North,2013,15512,Queensland
ERP_P_2,Persons - 0-4 years (no.),SA4,313,Moreton Bay - North,2014,15346,Queensland
ERP_P_2,Persons - 0-4 years (no.),SA4,313,Moreton Bay - North,2015,15212,Queensland
ERP_P_2,Persons - 0-4 years (no.),SA4,313,Moreton Bay - North,2016,15143,Queensland
ERP_P_2,Persons - 0-4 years (no.),SA4,313,Moreton Bay - North,2017,15002,Queensland
ERP_P_3,Persons - 5-9 years (no.),SA4,313,Moreton Bay - North,2013,15965,Queensland
ERP_P_3,Persons - 5-9 years (no.),SA4,313,Moreton Bay - North,2014,16484,Queensland
ERP_P_3,Persons - 5-9 years (no.),SA4,313,Moreton Bay - North,2015,16791,Queensland
ERP_P_3,Persons - 5-9 years (no.),SA4,313,Moreton Bay - North,2016,16859,Queensland
ERP_P_3,Persons - 5-9 years (no.),SA4,313,Moreton Bay - North,2017,16917,Queensland
ERP_P_4,Persons - 10-14 years (no.),SA4,313,Moreton Bay - North,2013,15431,Queensland
ERP_P_4,Persons - 10-14 years (no.),SA4,313,Moreton Bay - North,2014,15340,Queensland
ERP_P_4,Persons - 10-14 years (no.),SA4,313,Moreton Bay - North,2015,15476,Queensland
ERP_P_4,Persons - 10-14 years (no.),SA4,313,Moreton Bay - North,2016,15841,Queensland
ERP_P_4,Persons - 10-14 years (no.),SA4,313,Moreton Bay - North,2017,16199,Queensland
ERP_P_5,Persons - 15-19 years (no.),SA4,313,Moreton Bay - North,2013,15689,Queensland
ERP_P_5,Persons - 15-19 years (no.),SA4,313,Moreton Bay - North,2014,15685,Queensland
ERP_P_5,Persons - 15-19 years (no.),SA4,313,Moreton Bay - North,2015,15540,Queensland
ERP_P_5,Persons - 15-19 years (no.),SA4,313,Moreton Bay - North,2016,15544,Queensland
ERP_P_5,Persons - 15-19 years (no.),SA4,313,Moreton Bay - North,2017,15846,Queensland
ERP_P_6,Persons - 20-24 years (no.),SA4,313,Moreton Bay - North,2013,14396,Queensland
ERP_P_6,Persons - 20-24 years (no.),SA4,313,Moreton Bay - North,2014,14843,Queensland
ERP_P_6,Persons - 20-24 years (no.),SA4,313,Moreton Bay - North,2015,14889,Queensland
ERP_P_6,Persons - 20-24 years (no.),SA4,313,Moreton Bay - North,2016,14721,Queensland
ERP_P_6,Persons - 20-24 years (no.),SA4,313,Moreton Bay - North,2017,14899,Queensland
ERP_P_7,Persons - 25-29 years (no.),SA4,313,Moreton Bay - North,2013,13549,Queensland
ERP_P_7,Persons - 25-29 years (no.),SA4,313,Moreton Bay - North,2014,13656,Queensland
ERP_P_7,Persons - 25-29 years (no.),SA4,313,Moreton Bay - North,2015,13827,Queensland
ERP_P_7,Persons - 25-29 years (no.),SA4,313,Moreton Bay - North,2016,14093,Queensland
ERP_P_7,Persons - 25-29 years (no.),SA4,313,Moreton Bay - North,2017,14438,Queensland
ERP_P_8,Persons - 30-34 years (no.),SA4,313,Moreton Bay - North,2013,13582,Queensland
ERP_P_8,Persons - 30-34 years (no.),SA4,313,Moreton Bay - North,2014,13847,Queensland
ERP_P_8,Persons - 30-34 years (no.),SA4,313,Moreton Bay - North,2015,14085,Queensland
ERP_P_8,Persons - 30-34 years (no.),SA4,313,Moreton Bay - North,2016,14206,Queensland
ERP_P_8,Persons - 30-34 years (no.),SA4,313,Moreton Bay - North,2017,14365,Queensland
ERP_P_9,Persons - 35-39 years (no.),SA4,313,Moreton Bay - North,2013,14224,Queensland
ERP_P_9,Persons - 35-39 years (no.),SA4,313,Moreton Bay - North,2014,13901,Queensland
ERP_P_9,Persons - 35-39 years (no.),SA4,313,Moreton Bay - North,2015,13864,Queensland
ERP_P_9,Persons - 35-39 years (no.),SA4,313,Moreton Bay - North,2016,13878,Queensland
ERP_P_9,Persons - 35-39 years (no.),SA4,313,Moreton Bay - North,2017,14124,Queensland
ERP_P_10,Persons - 40-44 years (no.),SA4,313,Moreton Bay - North,2013,16156,Queensland
ERP_P_10,Persons - 40-44 years (no.),SA4,313,Moreton Bay - North,2014,16203,Queensland
ERP_P_10,Persons - 40-44 years (no.),SA4,313,Moreton Bay - North,2015,16061,Queensland
ERP_P_10,Persons - 40-44 years (no.),SA4,313,Moreton Bay - North,2016,15853,Queensland
ERP_P_10,Persons - 40-44 years (no.),SA4,313,Moreton Bay - North,2017,15415,Queensland
ERP_P_11,Persons - 45-49 years (no.),SA4,313,Moreton Bay - North,2013,15310,Queensland
ERP_P_11,Persons - 45-49 years (no.),SA4,313,Moreton Bay - North,2014,15545,Queensland
ERP_P_11,Persons - 45-49 years (no.),SA4,313,Moreton Bay - North,2015,15844,Queensland
ERP_P_11,Persons - 45-49 years (no.),SA4,313,Moreton Bay - North,2016,16205,Queensland
ERP_P_11,Persons - 45-49 years (no.),SA4,313,Moreton Bay - North,2017,16549,Queensland
ERP_P_12,Persons - 50-54 years (no.),SA4,313,Moreton Bay - North,2013,15417,Queensland
ERP_P_12,Persons - 50-54 years (no.),SA4,313,Moreton Bay - North,2014,15791,Queensland
ERP_P_12,Persons - 50-54 years (no.),SA4,313,Moreton Bay - North,2015,15906,Queensland
ERP_P_12,Persons - 50-54 years (no.),SA4,313,Moreton Bay - North,2016,15971,Queensland
ERP_P_12,Persons - 50-54 years (no.),SA4,313,Moreton Bay - North,2017,16058,Queensland
ERP_P_13,Persons - 55-59 years (no.),SA4,313,Moreton Bay - North,2013,14174,Queensland
ERP_P_13,Persons - 55-59 years (no.),SA4,313,Moreton Bay - North,2014,14480,Queensland
ERP_P_13,Persons - 55-59 years (no.),SA4,313,Moreton Bay - North,2015,14802,Queensland
ERP_P_13,Persons - 55-59 years (no.),SA4,313,Moreton Bay - North,2016,15185,Queensland
ERP_P_13,Persons - 55-59 years (no.),SA4,313,Moreton Bay - North,2017,15705,Queensland
ERP_P_14,Persons - 60-64 years (no.),SA4,313,Moreton Bay - North,2013,14200,Queensland
ERP_P_14,Persons - 60-64 years (no.),SA4,313,Moreton Bay - North,2014,14388,Queensland
ERP_P_14,Persons - 60-64 years (no.),SA4,313,Moreton Bay - North,2015,14570,Queensland
ERP_P_14,Persons - 60-64 years (no.),SA4,313,Moreton Bay - North,2016,14736,Queensland
ERP_P_14,Persons - 60-64 years (no.),SA4,313,Moreton Bay - North,2017,14926,Queensland
ERP_P_15,Persons - 65-69 years (no.),SA4,313,Moreton Bay - North,2013,13136,Queensland
ERP_P_15,Persons - 65-69 years (no.),SA4,313,Moreton Bay - North,2014,13865,Queensland
ERP_P_15,Persons - 65-69 years (no.),SA4,313,Moreton Bay - North,2015,14370,Queensland
ERP_P_15,Persons - 65-69 years (no.),SA4,313,Moreton Bay - North,2016,14950,Queensland
ERP_P_15,Persons - 65-69 years (no.),SA4,313,Moreton Bay - North,2017,15182,Queensland
ERP_P_16,Persons - 70-74 years (no.),SA4,313,Moreton Bay - North,2013,9509,Queensland
ERP_P_16,Persons - 70-74 years (no.),SA4,313,Moreton Bay - North,2014,10019,Queensland
ERP_P_16,Persons - 70-74 years (no.),SA4,313,Moreton Bay - North,2015,10733,Queensland
